 980329   VLA   May    8.84 1998   40.68    4.86      60.      41.  yfh+02
 980329   VLA   May    8.84 1998   40.68    8.46     210.      45.  yfh+02
 980329   VLA   May   21.97 1998   53.81    8.46     167.      38.  yfh+02
 980329   VLA   May   24.96 1998   56.80    4.86     209.      33.  yfh+02
 980329   VLA   May   24.96 1998   56.80    8.46     248.      25.  yfh+02
 980329   VLA  May.   24.96 1998   56.80    1.43      42.      34.  yfh+02
 980329   VLA   May   31.98 1998   63.82    4.86      76.      34.  yfh+02
 980329   VLA   May   31.98 1998   63.82    8.46     200.      23.  yfh+02
 980329   VLA  Jun.    6.84 1998   69.68    1.43       0.      49.  yfh+02
 980329   VLA  Jun.    6.84 1998   69.68    4.86     241.      44.  yfh+02
 980329   VLA  Jun.    6.84 1998   69.68    8.46     167.      46.  yfh+02
 980329   VLA  Jun.   12.98 1998   75.82    4.86     108.      51.  yfh+02
 980329   VLA  Jun.   12.98 1998   75.82    8.46     169.      33.  yfh+02
 980329   VLA  Jun.   21.77 1998   84.61    4.86     191.      46.  yfh+02
 980329   VLA  Jun.   21.77 1998   84.61    8.46     108.      36.  yfh+02
 980329   VLA  Jul.   20.70 1998  113.54    1.43     134.      43.  yfh+02
 980329   VLA  Jul.   20.70 1998  113.54    4.86     217.      49.  yfh+02
 980329   VLA  Jul.   20.70 1998  113.54    8.46     151.      35.  yfh+02
 980329   VLA  Jul.   28.43 1998  121.27    1.43      16.      42.  yfh+02
 980329   VLA  Jul.   28.43 1998  121.27    4.86     112.      56.  yfh+02
 980329   VLA  Jul.   28.43 1998  121.27    8.46     157.      47.  yfh+02
 980329   VLA  Aug.    6.68 1998  130.52    1.43     -39.      45.  yfh+02
 980329   VLA  Aug.    6.68 1998  130.52    4.86     132.      37.  yfh+02
 980329   VLA  Aug.   10.58 1998  134.42    1.43     -17.      39.  yfh+02
 980329   VLA  Aug.   10.58 1998  134.42    4.86      71.      33.  yfh+02
 980329  OVRO  Dec.   13.91 1998  259.75  100.00      40.     700.  yfh+02
 980329   VLA  Aug.    3.60 1999  492.44    8.46      40.      23.  yfh+02
 980329   VLA  Aug.    6.68 1999  495.52    1.43      36.      25.  yfh+02
 980329   VLA  Aug.    9.63 1999  498.47    1.43      40.      26.  yfh+02
 980329   VLA  Aug.   14.65 1999  503.49    1.43      -2.      22.  yfh+02
 980329   VLA  Oct.   29.43 1999  579.27    8.46      13.      11.  yfh+02
 980329   VLA  Sep.    1.40 2000  887.24    8.46      -8.      14.  yfh+02
 980329  OVRO  Nov.   26.48 2001 1338.32   99.50     540.     500.  yfh+02
