59941.15,5.5,0.82,0.05,0.05,1,ATCA,-
59941.15,9,0.42,0.03,0.03,1,ATCA,-
59942.71397,5,0,0.657,0.657,0,ATA,-
59946.70588,5,0.985,0.089,0.132752589,1,ATA,-
59947.50847,15.5,0.221,0.221,0.221276078,0,AMI,85.95499789
59949.69737,5,0.997,0.041,0.10780116,1,ATA,-
59950.52867,15.5,0.487,0.041,0.047685663,1,AMI,88.97519789
59953.52324,15.5,0.402,0.044,0.04837365,1,AMI,91.96976789
59953.66737,5,0.899,0.086,0.124410651,1,ATA,-
59954.49168,15.5,0.502,0.117,0.119662066,1,AMI,92.93820789
59956.72878,5,1.04,0.12,0.158795466,1,ATA,-
59959.35767,1.28,1.064,0.035,0.11200875,1,MeerKAT,97.80419789
59959.39583,0.745,0.546,0.139,0.139,1,uGMRT,-
59960.46881,15.5,0.3,0.043,0.04554119,1,AMI,98.91533789
59960.59517,97.5,0.28,0.018,0.022803509,1,ALMA,99.04169789
59961.125,1.27,0.816,0.082,0.082,1,uGMRT,-
59961.29167,0.402,0,0.81,0.81,0,uGMRT,-
59961.48478,15.5,0.37,0.04,0.044070965,1,AMI,99.93130789
59964.67025,5,0.747,0.048,0.088792398,1,ATA,-
59966.48152,15.5,0.317,0.078,0.079594111,1,AMI,104.9280479
59967.6602,5,0.767,0.028,0.081651026,1,ATA,-
59970.68737,5,0.69,0.068,0.09687621,1,ATA,-
59971.08,5.5,0.49,0.04,0.04,1,ATCA,-
59971.08715,5.5,0.544,0.023,0.05906234,1,ATCA,109.533
59971.08715,9,0.457,0.008,0.01,1,ATCA,109.533
59974.10301,2,1.2,0.1,0.1,1,ATCA,-
59974.66699,5,0.706,0.044,0.083188701,1,ATA,-
59975.553,15.2,0.26,0.08,0.08,1,VLBA,114
59976.44452,15.5,0.359,0.033,0.037565975,1,AMI,114.8910479
59977.64995,5,0.438,0.025,0.050432529,1,ATA,-
59978.55346,4.8,0.41,0.02,0.02,1,EVN,117
59979.55346,8.4,0.55,0.05,0.05,1,EVN,118
59981.44056,15.5,0.29,0.046,0.048231214,1,AMI,119.8870879
59981.57928,5,0.69,0.02,0.0718401,1,ATA,-
59982.42329,15.5,0.271,0.045,0.046995771,1,AMI,120.8698179
